ensembl_gene_id	external_gene_name	start_position	end_position	strand	gene_biotype
ENSG00000186197	EDARADD	236511562	236648214	1	protein_coding
ENSG00000186205	MARC1	220960101	220987735	1	protein_coding
ENSG00000186207	LCE5A	152483320	152484653	1	protein_coding
ENSG00000186226	LCE1E	152758690	152760902	1	protein_coding
ENSG00000186275	NBPF12	146373546	146467744	1	protein_coding
ENSG00000186283	TOR3A	179050512	179067158	1	protein_coding
ENSG00000186301	MST1P2	16972069	16976914	1	pseudogene
ENSG00000186306	OR10T2	158368312	158369256	-1	protein_coding
ENSG00000186364	NUDT17	145586115	145589439	-1	protein_coding
ENSG00000186377	CYP4X1	47427036	47516423	1	protein_coding
ENSG00000186400	OR10X1	158548709	158549689	-1	protein_coding
ENSG00000186409	CCDC30	42929001	43120335	1	protein_coding
ENSG00000186440	OR6P1	158532441	158533394	-1	protein_coding
ENSG00000186501	TMEM222	27648651	27662891	1	protein_coding
ENSG00000186510	CLCNKA	16345370	16360545	1	protein_coding
ENSG00000186517	ARHGAP30	161016736	161039760	-1	protein_coding
ENSG00000186543	CROCCP5	21760811	21764051	1	pseudogene
ENSG00000186564	FOXD2	47901689	47906363	1	protein_coding
ENSG00000186603	HPDL	45792545	45794347	1	protein_coding
ENSG00000186715	MST1L	17081405	17096732	-1	pseudogene
ENSG00000186790	FOXE3	47881744	47883723	1	protein_coding
ENSG00000186827	TNFRSF4	1146706	1149518	-1	protein_coding
ENSG00000186844	LCE1A	152799949	152800573	1	protein_coding
ENSG00000186891	TNFRSF18	1138888	1142071	-1	protein_coding
ENSG00000186973	FAM183A	43610824	43622067	1	protein_coding
ENSG00000187010	RHD	25598884	25656936	1	protein_coding
ENSG00000187017	ESPN	6484848	6521430	1	protein_coding
ENSG00000187048	CYP4A11	47394849	47407156	-1	protein_coding
ENSG00000187080	OR2AK2	248128535	248129641	1	protein_coding
ENSG00000187140	FOXD3	63788730	63790797	1	protein_coding
ENSG00000187144	SPATA21	16713612	16763919	-1	protein_coding
ENSG00000187145	MRPS21	150266289	150281414	1	protein_coding
ENSG00000187147	RNF220	44870866	45117396	1	protein_coding
ENSG00000187170	LCE4A	152680636	152681967	1	protein_coding
ENSG00000187173	LCE2A	152670840	152671918	1	protein_coding
ENSG00000187180	LCE2C	152647771	152649050	1	protein_coding
ENSG00000187223	LCE2D	152635872	152637135	1	protein_coding
ENSG00000187238	LCE3B	152586287	152586574	1	protein_coding
ENSG00000187481	HSD3BP1	120009844	120016426	1	pseudogene
ENSG00000187513	GJA4	35258599	35261348	1	protein_coding
ENSG00000187545	PRAMEF10	12952727	12958101	-1	protein_coding
ENSG00000187554	TLR5	223282748	223316624	-1	protein_coding
ENSG00000187583	PLEKHN1	901877	911245	1	protein_coding
ENSG00000187608	ISG15	948803	949920	1	protein_coding
ENSG00000187634	SAMD11	860260	879955	1	protein_coding
ENSG00000187642	C1orf170	910579	917497	-1	protein_coding
ENSG00000187701	OR2T27	248813232	248814185	-1	protein_coding
ENSG00000187730	GABRD	1950780	1962192	1	protein_coding
ENSG00000187733	AMY1C	104293028	104301312	1	protein_coding
ENSG00000187800	PEAR1	156863490	156886226	1	protein_coding
ENSG00000187801	ZFP69B	40915774	40929390	1	protein_coding
ENSG00000187815	ZFP69	40942887	40962015	1	protein_coding
ENSG00000187862	TTC24	156549519	156556562	1	protein_coding
ENSG00000187889	C1orf168	57184477	57285369	-1	protein_coding
ENSG00000187942	LDLRAD2	22138758	22151714	1	protein_coding
ENSG00000187952	HS6ST1P1	21754796	21756030	1	pseudogene
ENSG00000187961	KLHL17	895967	901095	1	protein_coding
ENSG00000187980	PLA2G2C	20487746	20503917	-1	protein_coding
ENSG00000188004	C1orf204	159804264	159825137	-1	protein_coding
ENSG00000188015	S100A3	153519805	153521848	-1	protein_coding
ENSG00000188060	RAB42	28918712	28921955	1	protein_coding
ENSG00000188092	GPR89B	147400506	147465753	1	protein_coding
ENSG00000188157	AGRN	955503	991496	1	protein_coding
ENSG00000188206	HNRNPU-AS1	245003940	245018799	-1	antisense
ENSG00000188257	PLA2G2A	20301925	20306932	-1	protein_coding
ENSG00000188290	HES4	934342	935552	-1	protein_coding
ENSG00000188295	ZNF669	247263264	247267674	-1	protein_coding
ENSG00000188340	OR6N2	158746472	158747425	-1	protein_coding
ENSG00000188396	TCTEX1D4	45271585	45272957	-1	protein_coding
ENSG00000188404	SELL	169659808	169680839	-1	protein_coding
ENSG00000188460	ACTBP11	224051428	224052553	-1	pseudogene
ENSG00000188529	SRSF10	24291294	24307417	-1	protein_coding
ENSG00000188558	OR2G6	248684916	248685964	1	protein_coding
ENSG00000188585	LINC00083	178465031	178468769	-1	processed_transcript
ENSG00000188610	FAM72B	120837756	120855681	1	protein_coding
ENSG00000188641	DPYD	97543299	98386605	-1	protein_coding
ENSG00000188643	S100A16	153579362	153585621	-1	protein_coding
ENSG00000188672	RHCE	25688740	25756683	-1	protein_coding
ENSG00000188739	RBM34	235294498	235324772	-1	protein_coding
ENSG00000188761	BCL2L15	114420790	114430169	-1	protein_coding
ENSG00000188770	OPTC	203463271	203477992	1	protein_coding
ENSG00000188782	CATSPER4	26517052	26529459	1	protein_coding
ENSG00000188783	PRELP	203444956	203460480	1	protein_coding
ENSG00000188784	PLA2G2E	20246502	20250110	-1	protein_coding
ENSG00000188786	MTF1	38275239	38325292	-1	protein_coding
ENSG00000188800	TMCO2	40711619	40717363	1	protein_coding
ENSG00000188807	TMEM201	9648932	9674935	1	protein_coding
ENSG00000188822	CNR2	24197016	24285549	-1	protein_coding
ENSG00000188859	FAM78B	166026674	166136206	-1	protein_coding
ENSG00000188910	GJB3	35246790	35251970	1	protein_coding
ENSG00000188931	C1orf192	161334521	161337664	-1	protein_coding
ENSG00000188976	NOC2L	879584	894689	-1	protein_coding
ENSG00000188984	AADACL3	12776118	12788726	1	protein_coding
ENSG00000189030	VHLL	156268415	156269428	-1	protein_coding
ENSG00000189171	S100A13	153591263	153606568	-1	protein_coding
ENSG00000189181	OR14I1	248844628	248845629	-1	protein_coding
ENSG00000189195	BTBD8	92545862	92613393	1	protein_coding
ENSG00000189266	PNRC2	24285599	24289952	1	protein_coding
ENSG00000189280	GJB5	35220648	35224113	1	protein_coding
ENSG00000189334	S100A14	153586731	153589462	-1	protein_coding
ENSG00000189337	KAZN	14925200	15444539	1	protein_coding
ENSG00000189339	SLC35E2B	1592939	1624167	-1	protein_coding
ENSG00000189409	MMP23B	1567474	1570639	1	protein_coding
ENSG00000189410	SH2D5	21046225	21059330	-1	protein_coding
ENSG00000189433	GJB4	35225342	35229325	1	protein_coding
ENSG00000194297	RNU1-75P	119874020	119874148	-1	snRNA
ENSG00000196071	OR2L13	248100493	248264224	1	protein_coding
ENSG00000196154	S100A4	153516089	153522612	-1	protein_coding
ENSG00000196171	OR6K2	158669369	158670486	-1	protein_coding
ENSG00000196182	STK40	36805225	36851497	-1	protein_coding
ENSG00000196184	OR10J1	159409512	159410600	1	protein_coding
ENSG00000196187	TMEM63A	226033237	226070069	-1	protein_coding
ENSG00000196188	CTSE	206317459	206332104	1	protein_coding
ENSG00000196189	SEMA4A	156117157	156147543	1	protein_coding
ENSG00000196240	OR2T2	248616077	248617130	1	protein_coding
ENSG00000196242	OR2C3	247693434	247697141	-1	protein_coding
ENSG00000196266	OR10J3	159283460	159284449	-1	protein_coding
ENSG00000196289	BECN1P1	242121039	242122364	1	pseudogene
ENSG00000196352	CD55	207494853	207534311	1	protein_coding
ENSG00000196369	SRGAP2B	143913615	144094424	1	pseudogene
ENSG00000196407	THEM5	151819739	151826173	-1	protein_coding
ENSG00000196418	ZNF124	247285277	247335318	-1	protein_coding
ENSG00000196420	S100A5	153509623	153514241	-1	protein_coding
ENSG00000196427	NBPF4	108765963	108786689	-1	protein_coding
ENSG00000196449	YRDC	38268616	38273857	-1	protein_coding
ENSG00000196482	ESRRG	216676588	217311097	-1	protein_coding
ENSG00000196505	GDAP2	118406107	118472253	-1	protein_coding
ENSG00000196517	SLC6A9	44457172	44497139	-1	protein_coding
ENSG00000196533	C1orf186	206238872	206288647	-1	protein_coding
ENSG00000196539	OR2T3	248636627	248637634	1	protein_coding
ENSG00000196550	FAM72A	206136916	206155151	1	protein_coding
ENSG00000196581	AJAP1	4714792	4852594	1	protein_coding
ENSG00000196644	GPR89C	145883868	145924373	1	protein_coding
ENSG00000196660	SLC30A10	219858769	220131989	-1	protein_coding
ENSG00000196734	LCE1B	152784447	152785585	1	protein_coding
ENSG00000196754	S100A2	153533584	153540366	-1	protein_coding
ENSG00000196772	OR14A16	247978102	247979031	-1	protein_coding
ENSG00000196805	SPRR2B	153042700	153113927	-1	protein_coding
ENSG00000196878	LAMB3	209788215	209825811	-1	protein_coding
ENSG00000196890	HIST3H2BB	228645808	228646259	1	protein_coding
ENSG00000196936	OR2L8	248112160	248113098	1	protein_coding
ENSG00000196944	OR2T4	248524883	248525929	1	protein_coding
ENSG00000197056	ZMYM1	35525387	35581460	1	protein_coding
ENSG00000197067	OR2T32P	248246936	248247898	-1	pseudogene
ENSG00000197084	LCE1C	152777311	152779107	-1	protein_coding
ENSG00000197106	SLC6A17	110693108	110744824	1	protein_coding
ENSG00000197147	LRRC8B	89990395	90063423	1	protein_coding
ENSG00000197241	SLC2A7	9063359	9086404	-1	protein_coding
ENSG00000197245	FAM110D	26485511	26489119	1	protein_coding
ENSG00000197273	GUCA2A	42628362	42630389	-1	protein_coding
ENSG00000197312	DDI2	15943995	15995539	1	protein_coding
ENSG00000197323	TRIM33	114935399	115053781	-1	protein_coding
ENSG00000197364	S100A7L2	153409534	153412425	-1	protein_coding
ENSG00000197403	OR6N1	158735466	158736492	-1	protein_coding
ENSG00000197429	IPP	46159996	46216322	-1	protein_coding
ENSG00000197437	OR13G1	247835320	247836365	-1	protein_coding
ENSG00000197454	OR2L5	248185250	248186188	1	protein_coding
ENSG00000197472	ZNF695	247108849	247171395	-1	protein_coding
ENSG00000197520	FAM177B	222910549	222924147	1	protein_coding
ENSG00000197530	MIB2	1550795	1565990	1	protein_coding
ENSG00000197532	OR6Y1	158516918	158517895	-1	protein_coding
ENSG00000197568	HHLA3	70820488	70851022	1	protein_coding
ENSG00000197587	DMBX1	46972668	46979898	1	protein_coding
ENSG00000197591	OR11L1	248004199	248005254	-1	protein_coding
ENSG00000197617	VN1R5	247419374	247420445	1	pseudogene
ENSG00000197622	CDC42SE1	151023447	151042801	-1	protein_coding
ENSG00000197721	CR1L	207818458	207911761	1	protein_coding
ENSG00000197747	S100A10	151955391	151966866	-1	protein_coding
ENSG00000197769	MAP1LC3C	242158792	242162375	-1	protein_coding
ENSG00000197780	TAF13	109605108	109618624	-1	protein_coding
ENSG00000197785	ATAD3A	1447531	1470067	1	protein_coding
ENSG00000197852	FAM212B	112223252	112298446	-1	protein_coding
ENSG00000197880	MDS2	23907985	23967058	1	protein_coding
ENSG00000197915	HRNR	152184558	152196669	-1	protein_coding
ENSG00000197921	HES5	2460184	2461684	-1	protein_coding
ENSG00000197956	S100A6	153507075	153508720	-1	protein_coding
ENSG00000197959	DNM3	171810621	172387606	1	protein_coding
ENSG00000197965	MPZL1	167690429	167761156	1	protein_coding
ENSG00000197982	C1orf122	38272651	38275126	1	protein_coding
ENSG00000197989	SNHG12	28905050	28909495	-1	antisense
ENSG00000198019	FCGR1B	120926979	120935937	-1	protein_coding
ENSG00000198049	AVPR1B	206223976	206231639	1	protein_coding
ENSG00000198104	OR2T6	248550910	248551836	1	protein_coding
ENSG00000198128	OR2L3	248223984	248224922	1	protein_coding
ENSG00000198160	MIER1	67390578	67454302	1	protein_coding
ENSG00000198161	PPIAL4C	149553003	149553787	1	protein_coding
ENSG00000198162	MAN1A2	117910071	118071494	1	protein_coding
ENSG00000198198	SZT2	43855553	43918321	1	protein_coding
ENSG00000198216	CACNA1E	181382238	181777219	1	protein_coding
ENSG00000198358	RP11-544M22.1	160902255	160919712	1	antisense
ENSG00000198400	NTRK1	156785432	156851642	1	protein_coding
ENSG00000198452	OR14L1P	247782945	247783872	1	pseudogene
ENSG00000198468	FLVCR1-AS1	213025450	213031430	-1	lincRNA
ENSG00000198483	ANKRD35	145549230	145568526	1	protein_coding
ENSG00000198492	YTHDF2	29063133	29096287	1	protein_coding
ENSG00000198520	C1orf228	45140364	45191263	1	protein_coding
ENSG00000198570	RD3	211649864	211666259	-1	protein_coding
ENSG00000198574	SH2D1B	162365056	162381928	-1	protein_coding
ENSG00000198601	OR2M2	248343288	248344331	1	protein_coding
ENSG00000198625	MDM4	204485511	204542871	1	protein_coding
ENSG00000198626	RYR2	237205505	237997288	1	protein_coding
ENSG00000198658	ABHD17AP2	146076838	146080009	1	pseudogene
ENSG00000198691	ABCA4	94458393	94586688	-1	protein_coding
ENSG00000198700	IPO9	201798269	201853422	1	protein_coding
ENSG00000198703	OR10R3P	158461009	158461950	1	pseudogene
ENSG00000198711	SSBP3-AS1	54703710	54704736	1	protein_coding
ENSG00000198715	C1orf85	156259880	156265463	-1	protein_coding
ENSG00000198734	F5	169483404	169555826	-1	protein_coding
ENSG00000198746	GPATCH3	27216979	27226957	-1	protein_coding
ENSG00000198754	OXCT2	40235195	40237020	-1	protein_coding
ENSG00000198756	COLGALT2	183898796	184006863	-1	protein_coding
ENSG00000198758	EPS8L3	110292702	110306649	-1	protein_coding
ENSG00000198765	SYCP1	115397424	115537991	1	protein_coding
ENSG00000198771	RCSD1	167599330	167675486	1	protein_coding
ENSG00000198793	MTOR	11166592	11322564	-1	protein_coding
ENSG00000198797	BRINP2	177140633	177251558	1	protein_coding
ENSG00000198799	LRIG2	113615831	113674882	1	protein_coding
ENSG00000198815	FOXJ3	42642210	42801548	-1	protein_coding
ENSG00000198821	CD247	167399877	167487847	-1	protein_coding
ENSG00000198830	HMGN2	26798941	26802463	1	protein_coding
ENSG00000198835	GJC2	228337553	228347527	1	protein_coding
ENSG00000198837	DENND4B	153901977	153919172	-1	protein_coding
ENSG00000198841	KTI12	52497775	52499488	-1	protein_coding
ENSG00000198842	DUSP27	167063282	167098402	1	protein_coding
ENSG00000198854	C1orf68	152691998	152692905	1	protein_coding
ENSG00000198857	HSD3BP5	120143963	120151873	1	pseudogene
ENSG00000198860	TSEN15	184020811	184043346	1	protein_coding
ENSG00000198890	PRMT6	107599267	107601916	1	protein_coding
ENSG00000198892	SHISA4	201857808	201861434	1	protein_coding
ENSG00000198912	C1orf174	3805689	3816857	-1	protein_coding
ENSG00000198929	NOS1AP	162039564	162353321	1	protein_coding
ENSG00000198952	SMG5	156219015	156252620	-1	protein_coding
ENSG00000198965	OR10R2	158449668	158450675	1	protein_coding
ENSG00000198967	OR10Z1	158576229	158577170	1	protein_coding
ENSG00000198974	MIR30E	41220027	41220118	1	miRNA
ENSG00000198976	MIR429	1104385	1104467	1	miRNA
ENSG00000199059	MIR135B	205417430	205417526	-1	miRNA
ENSG00000199135	MIR101-1	65524117	65524191	-1	miRNA
ENSG00000199240	RNA5SP46	43662088	43662207	1	rRNA
ENSG00000199270	RNA5S12	228770618	228770736	-1	rRNA
ENSG00000199318	RNA5SP52	87918923	87919056	-1	rRNA
ENSG00000199334	RNA5S11	228768378	228768496	-1	rRNA
ENSG00000199337	RNA5S3	228750497	228750615	-1	rRNA
ENSG00000199347	RNU5E-1	11968209	11968328	1	snRNA
ENSG00000199352	RNA5S1	228746015	228746133	-1	rRNA
ENSG00000199377	RNU5F-1	45187458	45187574	-1	snRNA
ENSG00000199385	RNU6-369P	44856394	44856495	1	snRNA
ENSG00000199396	RNA5S5	228754979	228755097	-1	rRNA
ENSG00000199562	RNU6-37P	10359024	10359130	1	snRNA
ENSG00000199666	U3	91123307	91123520	1	snoRNA
ENSG00000199672	RNU4-21P	229670811	229670936	-1	snRNA
ENSG00000199831	RN7SKP291	55842199	55842525	-1	misc_RNA
ENSG00000199837	RNA5SP71	182913500	182913625	-1	rRNA
ENSG00000199849	RNU5F-6P	164320510	164320625	1	snRNA
ENSG00000199879	RNU1-120P	147735751	147735907	1	snRNA
ENSG00000199910	RNA5S10	228766137	228766255	-1	rRNA
ENSG00000199921	RNU6-161P	77218820	77218925	1	snRNA
ENSG00000199934	SNORD81	86057963	86058039	1	snoRNA
ENSG00000199963	RNU6-605P	39392542	39392649	1	snRNA
ENSG00000200033	RNU6-403P	222010676	222010779	-1	snRNA
ENSG00000200036	RNA5SP65	166975196	166975314	1	rRNA
ENSG00000200087	SNORA73B	28835071	28835274	1	snoRNA
ENSG00000200139	RNU6-778P	199857287	199857389	1	snRNA
ENSG00000200154	SNORD103A	31408535	31408620	-1	snoRNA
ENSG00000200169	RNU5D-1	45196727	45196842	-1	snRNA
ENSG00000200175	RNU6-1309P	150785067	150785174	-1	snRNA
ENSG00000200181	SNORD85	31441011	31441083	-1	snoRNA
ENSG00000200220	RNU6-179P	154012392	154012498	-1	snRNA
ENSG00000200254	RNU6-536P	43034704	43034810	1	snRNA
ENSG00000200327	RNA5SP62	163438286	163438395	-1	rRNA
ENSG00000200343	RNA5S8	228761656	228761774	-1	rRNA
ENSG00000200360	RNU6-792P	112032939	112033045	-1	snRNA
ENSG00000200370	RNA5S17	228781787	228781905	-1	rRNA
ENSG00000200381	RNA5S4	228752738	228752856	-1	rRNA
ENSG00000200403	RNU6-1099P	19631570	19631676	-1	snRNA
ENSG00000200408	RNA5SP74	204531541	204531649	-1	rRNA
ENSG00000200495	RNU6-1205P	249206889	249206994	-1	snRNA
ENSG00000200536	SNORA25	110815106	110815229	1	snoRNA
ENSG00000200575	RNU6-414P	62282091	62282194	1	snRNA
ENSG00000200601	RNA5SP50	74215200	74215306	-1	rRNA
ENSG00000200624	RNA5S6	228757194	228757312	-1	rRNA
ENSG00000200674	RN7SKP160	173760686	173761025	1	misc_RNA
ENSG00000200755	RNA5SP68	173938456	173938574	-1	rRNA
ENSG00000200759	RNU6-884P	150995222	150995328	-1	snRNA
ENSG00000200796	RNU6-753P	38862331	38862437	1	snRNA
ENSG00000200800	RNU1-130P	96691457	96691616	1	snRNA
ENSG00000200839	RNA5SP48	52439082	52439207	1	rRNA
ENSG00000200913	SNORD46	45242162	45242265	1	snoRNA
ENSG00000200942	RNU6-501P	201702534	201702633	1	snRNA
ENSG00000200972	RNU5A-8P	210547498	210547611	-1	snRNA
ENSG00000200975	RNU1-7P	8266494	8266657	-1	snRNA
ENSG00000201003	SNORA58	54236691	54236826	-1	snoRNA
ENSG00000201028	RNU6-151P	112193053	112193159	-1	snRNA
ENSG00000201032	RNU6-704P	200902473	200902575	-1	snRNA
ENSG00000201105	RNU1-137P	145944938	145945104	-1	snRNA
ENSG00000201126	RNU6-773P	171488955	171489052	-1	snRNA
ENSG00000201129	SNORA58	154232203	154232338	1	snoRNA
ENSG00000201135	RNU6-777P	12137938	12138041	-1	snRNA
ENSG00000201142	RNVU1-8	146551295	146551419	1	snRNA
ENSG00000201148	RNA5SP42	34578550	34578664	1	rRNA
ENSG00000201153	RNU6-371P	62763821	62763928	-1	snRNA
ENSG00000201170	RNU1-132P	245297229	245297392	-1	snRNA
ENSG00000201183	RNVU1-12	147874868	147875028	1	snRNA
ENSG00000201270	RNU6-755P	164949272	164949374	-1	snRNA
ENSG00000201273	RNU6-776P	22337478	22337581	1	snRNA
ENSG00000201312	RNA5SP72	184984083	184984199	-1	rRNA
ENSG00000201317	RNU4-59P	93166376	93166491	-1	snRNA
ENSG00000201321	RNA5S9	228763895	228764013	-1	rRNA
ENSG00000201347	RNA5SP69	178530048	178530164	1	rRNA
ENSG00000201355	RNA5S14	228775084	228775202	-1	rRNA
ENSG00000201448	SNORA63	36884051	36884179	-1	snoRNA
ENSG00000201457	SNORA55	40033046	40033180	-1	snoRNA
ENSG00000201487	SNORD45B	76255162	76255233	1	snoRNA
ENSG00000201491	RNU4-75P	100250296	100250441	-1	snRNA
ENSG00000201492	RNA5SP78	229685652	229685769	1	rRNA
ENSG00000201493	RNU1-141P	218303137	218303294	1	snRNA
ENSG00000201542	SNORA62	35775875	35776026	1	snoRNA
ENSG00000201544	SNORA16B	212526158	212526292	1	snoRNA
ENSG00000201558	RNVU1-6	145382757	145382920	1	snRNA
ENSG00000201588	RNA5S2	228748256	228748374	-1	rRNA
ENSG00000201608	RNU4-42P	160362558	160362699	-1	snRNA
ENSG00000201609	RNU4-28P	19837087	19837227	1	snRNA
ENSG00000201619	SNORA67	179170622	179170762	1	snoRNA
ENSG00000201620	RNA5SP51	86349363	86349481	-1	rRNA
ENSG00000201638	RNY4P16	234973720	234973820	1	misc_RNA
ENSG00000201699	RNU1-59P	144534038	144534199	1	snRNA
ENSG00000201725	RNU6-304P	8943486	8943592	-1	snRNA
ENSG00000201746	RNU6-828P	10223326	10223432	1	snRNA
ENSG00000201758	RN7SKP55	245107212	245107518	1	misc_RNA
ENSG00000201789	RNU6-1071P	145149740	145149840	-1	snRNA
ENSG00000201791	SNORA63	178722789	178722907	-1	snoRNA
ENSG00000201801	RNU5E-4P	11969865	11969984	-1	snRNA
ENSG00000201898	SNORA72	224367343	224367469	1	snoRNA
ENSG00000201919	RNU6-1022P	22314309	22314412	1	snRNA
ENSG00000201925	RNA5S15	228777315	228777433	-1	rRNA
ENSG00000201944	SNORA72	205700349	205700480	-1	snoRNA
ENSG00000202025	RNU6-1240P	186280957	186281060	-1	snRNA
ENSG00000202031	SNORD38A	45243515	45243584	1	snoRNA
ENSG00000202056	RNA5SP19	228743494	228743602	1	rRNA
ENSG00000202063	RNA5SP79	230955996	230956104	1	rRNA
ENSG00000202064	RNVU1-11	147860642	147860803	-1	snRNA
ENSG00000202082	RNU6-290P	171387783	171387889	-1	snRNA
ENSG00000202107	SNORD103B	31421964	31422049	-1	snoRNA
ENSG00000202129	RNY5P1	35893417	35893494	-1	misc_RNA
ENSG00000202167	RNU1-114P	149146714	149146879	-1	snRNA
ENSG00000202184	RNU6-1283P	246352316	246352420	-1	snRNA
ENSG00000202257	RNA5S16	228779556	228779674	-1	rRNA
ENSG00000202259	RNU6-1318P	100466193	100466295	-1	snRNA
ENSG00000202263	RNA5SP22	78560491	78560599	-1	rRNA
ENSG00000202264	RNA5SP77	227748882	227749001	1	rRNA
ENSG00000202300	RNU6-487P	203288124	203288227	-1	snRNA
ENSG00000202329	RNU6-609P	199983817	199983923	-1	snRNA
ENSG00000202408	RNU1-122P	147806736	147806886	-1	snRNA
ENSG00000202415	RN7SKP269	10007376	10007694	1	misc_RNA
ENSG00000202444	RNU5E-6P	45285555	45285669	-1	snRNA
ENSG00000202491	RNU6-716P	199977633	199977735	-1	snRNA
ENSG00000202496	RNVU1-20	149605917	149606079	1	snRNA
ENSG00000202521	RNA5S7	228759414	228759532	-1	rRNA
ENSG00000202526	RNA5S13	228772843	228772961	-1	rRNA
ENSG00000202609	MIR488	176998499	176998581	-1	miRNA
ENSG00000203601	LINC00970	168873143	169056243	-1	antisense
ENSG00000203661	OR2T5	248651885	248652898	1	protein_coding
ENSG00000203663	OR2L2	248201474	248202607	1	protein_coding
ENSG00000203664	OR2W5	247654370	247655710	1	pseudogene
ENSG00000203666	EFCAB2	245133007	245290466	1	protein_coding
ENSG00000203667	COX20	244998624	245008359	1	protein_coding
ENSG00000203668	CHML	241792155	241799232	-1	protein_coding
ENSG00000203684	IBA57-AS1	228351787	228353213	-1	protein_coding
ENSG00000203685	C1orf95	226736501	226796915	1	protein_coding
ENSG00000203697	CAPN8	223711349	223853436	-1	protein_coding
ENSG00000203705	TATDN3	212965170	212989968	1	protein_coding
ENSG00000203706	SERTAD4-AS1	210404801	210407392	-1	antisense
ENSG00000203709	C1orf132	207974863	208042495	-1	processed_transcript
ENSG00000203710	CR1	207669492	207813992	1	protein_coding
ENSG00000203721	LINC00862	200311672	200343482	-1	lincRNA
ENSG00000203724	C1orf53	197871777	197876497	1	protein_coding
ENSG00000203729	LINC00272	182376756	182383950	1	lincRNA
ENSG00000203730	TEDDM1	182367252	182369751	-1	protein_coding
ENSG00000203737	GPR52	174417212	174418683	1	protein_coding
ENSG00000203739	RP11-296O14.3	173386932	173430501	-1	antisense
ENSG00000203740	METTL11B	170115142	170136931	1	protein_coding
ENSG00000203747	FCGR3A	161511549	161600917	-1	protein_coding
ENSG00000203757	OR6K3	158686958	158687953	-1	protein_coding
ENSG00000203758	OR10T1P	158414858	158415804	-1	pseudogene
ENSG00000203761	MSTO2P	155581011	155720105	1	pseudogene
ENSG00000203782	LOR	153232176	153234598	1	protein_coding
ENSG00000203783	PRR9	153190060	153191793	1	protein_coding
ENSG00000203784	LELP1	153175919	153177596	1	protein_coding
ENSG00000203785	SPRR2E	153065611	153078660	-1	protein_coding
ENSG00000203786	KPRP	152730506	152734529	1	protein_coding
ENSG00000203804	ADAMTSL4-AS1	150533480	150533969	-1	protein_coding
ENSG00000203811	HIST2H3C	149811110	149812765	-1	protein_coding
ENSG00000203812	HIST2H2AA4	149822643	149823191	1	protein_coding
ENSG00000203814	HIST2H2BF	149754245	149783928	-1	protein_coding
ENSG00000203815	FAM231D	149675978	149676609	1	protein_coding
ENSG00000203817	FAM72C	149438750	149459549	-1	protein_coding
ENSG00000203818	HIST2H3PS2	149400131	149400542	-1	protein_coding
ENSG00000203819	HIST2H2BC	149821760	149822339	-1	pseudogene
ENSG00000203827	NBPF16	148739443	148758311	1	protein_coding
ENSG00000203832	NBPF20	148250249	148347506	-1	protein_coding
ENSG00000203835	ABHD17AP1	147618673	147621845	1	pseudogene
ENSG00000203836	NBPF24	147574428	147634886	-1	protein_coding
ENSG00000203843	PFN1P2	144612266	144612683	-1	pseudogene
ENSG00000203852	HIST2H3A	149824181	149825836	1	protein_coding
ENSG00000203855	HSD3BP4	120106689	120114734	1	pseudogene
ENSG00000203857	HSD3B1	120049821	120057681	1	protein_coding
ENSG00000203858	HSD3BP2	119981624	119988709	1	pseudogene
ENSG00000203859	HSD3B2	119957554	119965658	1	protein_coding
ENSG00000203864	C1orf137	117236734	117249225	1	protein_coding
ENSG00000203865	ATP1A1OS	116934869	116961244	-1	processed_transcript
ENSG00000203878	CHIAP2	111822681	111828738	1	pseudogene
ENSG00000203897	SPATA42	109399839	109401146	1	antisense
ENSG00000203910	C1orf146	92683497	92711370	1	protein_coding
ENSG00000203914	HSP90B3P	92100568	92109639	1	pseudogene
ENSG00000203943	SAMD13	84764049	84855640	1	protein_coding
ENSG00000203963	C1orf141	67557848	67697536	-1	protein_coding
ENSG00000203965	EFCAB7	63989043	64038364	1	protein_coding
ENSG00000203985	LDLRAD1	54474412	54483856	-1	protein_coding
ENSG00000203995	ZYG11A	53308183	53360670	1	protein_coding
ENSG00000204006	C1orf185	51567906	51613752	1	protein_coding
ENSG00000204060	FOXO6	41827594	41849262	1	protein_coding
ENSG00000204084	INPP5B	38326369	38412729	-1	protein_coding
ENSG00000204138	PHACTR4	28696114	28826881	1	protein_coding
ENSG00000204160	ZDHHC18	27153201	27184093	1	protein_coding
ENSG00000204178	TMEM57	25757388	25826700	1	protein_coding
ENSG00000204219	TCEA3	23707554	23751233	-1	protein_coding
ENSG00000204377	C1orf134	16555368	16556038	-1	protein_coding
ENSG00000204464	C1orf195	15490840	15497813	-1	protein_coding
ENSG00000204478	PRAMEF20	13736907	13747803	1	protein_coding
ENSG00000204479	PRAMEF17	13716092	13719089	1	protein_coding
ENSG00000204480	PRAMEF19	13694889	13698405	-1	protein_coding
ENSG00000204481	PRAMEF14	13668269	13673511	-1	protein_coding
ENSG00000204486	PRAMEF21	13516066	13526943	1	protein_coding
ENSG00000204491	PRAMEF18	13474689	13477522	-1	protein_coding
ENSG00000204495	PRAMEF13	13447414	13452656	-1	protein_coding
ENSG00000204501	PRAMEF9	13421176	13428191	1	protein_coding
ENSG00000204502	PRAMEF5	13359819	13369057	1	protein_coding
