cell	start	end	state
E116	67455000	67484200	5
E116	67484200	67486600	4
E116	67486600	67500400	5
E116	67500400	67500800	8
E116	67500800	67506000	5
E116	67506000	67509800	4
E116	67509800	67510600	5
E116	67510600	67511000	6
E116	67511000	67511200	5
E116	67511200	67514200	4
E116	67514200	67515800	5
E116	67515800	67516600	4
E116	67516600	67517200	3
E116	67517200	67517400	2
E116	67517400	67517800	7
E116	67517800	67518200	2
E116	67518200	67520600	1
E116	67520600	67529000	14
E116	67529000	67532200	15
E116	67532200	67536200	9
E116	67536200	67536400	15
E116	67536400	67539800	9
E116	67539800	67553600	15
E116	67553600	67576000	14
E116	67576000	67578000	7
E116	67578000	67579000	2
E116	67579000	67579200	7
E116	67579200	67579400	15
E116	67579400	67580200	9
E116	67580200	67582000	15
E116	67582000	67585200	14
E116	67585200	67586000	13
E116	67586000	67588600	14
E116	67588600	67600400	15
E116	67600400	67600800	7
E116	67600800	67609800	14
E116	67609800	67610000	7
E116	67610000	67612400	5
E116	67612400	67612600	7
E116	67612600	67614400	5
E116	67614400	67615400	7
E116	67615400	67624200	15
E116	67624200	67625400	9
E116	67625400	67628600	15
E116	67628600	67629400	7
E116	67629400	67630800	5
E116	67630800	67632200	7
E116	67632200	67632400	2
E116	67632400	67632600	1
E116	67632600	67633200	7
E116	67633200	67636200	5
E116	67636200	67638400	7
E116	67638400	67640000	5
E116	67640000	67641200	7
E116	67641200	67642000	9
E116	67642000	67648000	15
E116	67648000	67648800	9
E116	67648800	67650800	15
E116	67650800	67651400	7
E116	67651400	67655400	15
E116	67655400	67657600	7
E116	67657600	67658000	5
E116	67658000	67661400	7
E116	67661400	67666600	15
E116	67666600	67667800	9
E116	67667800	67677600	15
E116	67677600	67677800	7
E116	67677800	67678200	2
E116	67678200	67679600	7
E116	67679600	67680000	2
E116	67680000	67681000	7
E116	67681000	67681800	8
E116	67681800	67683800	9
E116	67683800	67692400	15
E116	67692400	67696200	9
E116	67696200	67703200	15
E116	67703200	67704000	9
E116	67704000	67714200	15
E116	67714200	67721000	9
E116	67721000	67729600	15
E116	67729600	67731000	7
E116	67731000	67737400	15
E116	67737400	67739800	9
E116	67739800	67751600	15
E116	67751600	67752400	7
E116	67752400	67759200	15
E116	67759200	67766926	14
E123	67362595	67382000	15
E123	67382000	67382400	7
E123	67382400	67382800	5
E123	67382800	67383400	8
E123	67383400	67387600	5
E123	67387600	67388800	7
E123	67388800	67389600	2
E123	67389600	67394000	1
E123	67394000	67394200	2
E123	67394200	67394400	7
E123	67394400	67395000	5
E123	67395000	67401400	1
E123	67401400	67402000	5
E123	67402000	67404600	7
E123	67404600	67407200	5
E123	67407200	67409400	4
E123	67409400	67409600	6
E123	67409600	67410800	5
E123	67410800	67415600	4
E123	67415600	67418000	5
E123	67418000	67419600	4
E123	67419600	67421400	6
E123	67421400	67425400	4
E123	67425400	67426200	5
E123	67426200	67427400	4
E123	67427400	67428000	5
E123	67428000	67429200	4
E123	67429200	67430600	5
E123	67430600	67438400	4
E123	67438400	67444000	5
E123	67444000	67449400	4
E123	67449400	67467000	5
E123	67467000	67468600	7
E123	67468600	67479200	5
E123	67479200	67479800	7
E123	67479800	67503200	5
E123	67503200	67504200	4
E123	67504200	67510600	5
E123	67510600	67511800	4
E123	67511800	67516600	5
E123	67516600	67517400	7
E123	67517400	67517600	5
E123	67517600	67520200	1
E123	67520200	67520600	2
E123	67520600	67520800	7
E123	67520800	67524200	5
E123	67524200	67524600	7
E123	67524600	67526400	5
E123	67526400	67529600	7
E123	67529600	67533400	15
E123	67533400	67534200	9
E123	67534200	67538400	15
E123	67538400	67539400	9
E123	67539400	67552600	15
E123	67552600	67555000	7
E123	67555000	67563000	5
E123	67563000	67563600	7
E123	67563600	67566600	5
E123	67566600	67568400	7
E123	67568400	67591800	15
E123	67591800	67592600	1
E123	67592600	67598600	5
E123	67598600	67599600	7
E123	67599600	67602800	5
E123	67602800	67605800	7
E123	67605800	67607200	5
E123	67607200	67607600	2
E123	67607600	67609400	7
E123	67609400	67614400	5
E123	67614400	67614600	7
E123	67614600	67615200	2
E123	67615200	67628400	15
E123	67628400	67629400	7
E123	67629400	67636600	15
E123	67636600	67637800	7
E123	67637800	67654000	15
E123	67654000	67654200	7
E123	67654200	67654400	15
E123	67654400	67655800	5
E123	67655800	67657000	7
E123	67657000	67658800	2
E123	67658800	67660000	7
E123	67660000	67672400	15
E123	67672400	67672600	7
E123	67672600	67673200	2
E123	67673200	67675800	1
E123	67675800	67676000	3
E123	67676000	67676200	1
E123	67676200	67677000	2
E123	67677000	67677600	7
E123	67677600	67677800	5
E123	67677800	67679200	6
E123	67679200	67679800	4
E123	67679800	67681800	5
E123	67681800	67682800	7
E123	67682800	67690600	5
E123	67690600	67692800	4
E123	67692800	67702000	5
E123	67702000	67703800	4
E123	67703800	67722000	5
E123	67722000	67723200	4
E123	67723200	67738200	5
E123	67738200	67738800	8
E123	67738800	67740400	5
E123	67740400	67740600	8
E123	67740600	67740800	5
E123	67740800	67766926	15
E124	67362595	67389600	15
E124	67389600	67391200	1
E124	67391200	67392000	2
E124	67392000	67393000	7
E124	67393000	67394600	5
E124	67394600	67394800	7
E124	67394800	67395600	2
E124	67395600	67397000	1
E124	67397000	67397800	2
E124	67397800	67398000	7
E124	67398000	67398400	2
E124	67398400	67399000	7
E124	67399000	67399800	2
E124	67399800	67400600	1
E124	67400600	67402200	5
E124	67402200	67405000	7
E124	67405000	67405600	5
E124	67405600	67412200	4
E124	67412200	67413400	6
E124	67413400	67456400	4
E124	67456400	67468000	5
E124	67468000	67469800	4
E124	67469800	67472000	5
E124	67472000	67474400	4
E124	67474400	67475800	5
E124	67475800	67477600	4
E124	67477600	67482600	5
E124	67482600	67487200	4
E124	67487200	67494600	5
E124	67494600	67497600	4
E124	67497600	67501800	5
E124	67501800	67516000	4
E124	67516000	67517800	5
E124	67517800	67518000	7
E124	67518000	67518800	2
E124	67518800	67520000	1
E124	67520000	67520600	2
E124	67520600	67526000	14
E124	67526000	67532600	15
E124	67532600	67534200	9
E124	67534200	67600200	15
E124	67600200	67600400	1
E124	67600400	67601000	2
E124	67601000	67617800	15
E124	67617800	67638200	14
E124	67638200	67714400	15
E124	67714400	67718200	9
E124	67718200	67738000	15
E124	67738000	67739600	9
E124	67739600	67766926	15
