GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000110172	11	89934328	89956532	17	4	17500	-1.0327	0.84913
ENSG00000261645	11	89984400	90648220	232	25	17500	-0.047284	0.51886
ENSG00000254677	11	90847892	90849119	1	1	17500	-0.49585	0.69
ENSG00000255070	11	90849129	90849723	1	1	17500	-0.5244	0.7
ENSG00000165323	11	92085262	92629618	201	27	17500	0.8176	0.20679
ENSG00000249255	11	92099662	92100416	3	2	17500	0.71265	0.23803
ENSG00000134640	11	92702886	92718232	6	2	17500	0.77864	0.21809
ENSG00000180773	11	92877341	92931130	19	4	17500	0.1291	0.44864
ENSG00000165325	11	93063137	93171653	40	6	17500	-1.418	0.92191
ENSG00000166002	11	93211638	93276674	36	7	17500	0.72095	0.23547
ENSG00000166004	11	93394805	93463522	9	2	17500	1.9946	0.023044
ENSG00000166012	11	93463114	93517557	11	2	17500	2.3878	0.0084752
ENSG00000206799	11	93464145	93464265	1	1	17500	1.0803	0.14
ENSG00000182919	11	93474757	93497915	3	1	17500	1.7143	0.043241
ENSG00000042429	11	93517393	93547861	6	2	17500	2.4807	0.006556
ENSG00000214376	11	93551398	93583697	9	3	17500	1.8696	0.030768
ENSG00000181333	11	93754527	93846917	32	5	17500	0.41168	0.34029
ENSG00000110218	11	93862094	93915138	15	4	17500	0.29964	0.38222
ENSG00000123901	11	94110477	94134585	11	4	17500	-1.2748	0.89882
ENSG00000020922	11	94152895	94227074	33	6	17500	-0.34623	0.63542
ENSG00000168876	11	94226795	94232749	2	1	17500	-0.54023	0.70548
ENSG00000257057	11	94245747	94265289	16	3	17500	-0.37765	0.64716
ENSG00000134627	11	94277006	94354587	33	7	17500	-0.72535	0.76588
ENSG00000196371	11	94277017	94283063	1	1	17500	0.20189	0.42
ENSG00000166025	11	94439597	94609918	37	7	17500	1.8417	0.032762
ENSG00000150316	11	94695787	94706776	4	1	17500	1.5741	0.057737
ENSG00000186280	11	94706845	94732682	10	3	17500	1.865	0.031094
ENSG00000180771	11	94800056	94804388	2	1	17500	0.9776	0.16414
ENSG00000271885	11	94800361	94802388	1	1	17500	0.99446	0.16
ENSG00000149218	11	94822974	94865809	26	8	17500	1.6696	0.047503
ENSG00000149212	11	94898704	94965705	13	2	17500	1.116	0.13222
ENSG00000077458	11	95502106	95523573	8	2	17500	0.18029	0.42846
ENSG00000166037	11	95523129	95565857	14	2	17500	-0.47105	0.6812
ENSG00000087053	11	95566046	95658479	33	5	17500	0.2435	0.40381
ENSG00000184384	11	95709762	96076344	261	63	17500	0.31537	0.37624
ENSG00000149231	11	96085933	96123087	11	3	17500	0.62409	0.26629
ENSG00000183340	11	96123153	96240738	40	6	17500	2.5452	0.0054609
ENSG00000255679	11	96180296	96239990	23	4	17500	2.5553	0.0053055
ENSG00000149972	11	98891683	100229616	716	123	17500	-0.13374	0.5532
ENSG00000223269	11	98990906	98991220	1	1	17500	0.84162	0.2
ENSG00000255547	11	100207588	100208357	1	1	17500	-0.07527	0.53
ENSG00000165895	11	100558384	100862668	188	33	17500	-0.48961	0.6878
ENSG00000170647	11	100862811	100864663	4	2	17500	-1.5135	0.93492
ENSG00000082175	11	100900355	101001255	44	9	17500	1.3911	0.082098
ENSG00000137672	11	101322295	101743293	207	31	17500	0.035012	0.48603
ENSG00000187151	11	101761405	101787253	12	3	17500	-1.2297	0.89059
ENSG00000110318	11	101785746	101871789	27	4	17500	-1.2422	0.89292
ENSG00000137691	11	101918174	101955291	13	2	17500	-0.39498	0.65357
ENSG00000137693	11	101981192	102104154	40	4	17500	1.3756	0.084478
ENSG00000023445	11	102188215	102210134	4	1	17500	-0.45436	0.67522
ENSG00000110330	11	102217942	102249401	7	2	17500	-0.13552	0.5539
ENSG00000152558	11	102267063	102341115	15	4	17500	1.7001	0.044559
ENSG00000137673	11	102391239	102401484	9	2	17500	-1.4178	0.92187
ENSG00000137674	11	102447566	102496063	28	5	17500	0.89628	0.18505
ENSG00000137675	11	102562218	102576537	23	7	17500	1.9591	0.025051
ENSG00000118113	11	102582526	102597781	9	3	17500	1.3261	0.092407
ENSG00000255282	11	102617699	102707497	37	11	17500	1.5578	0.059645
ENSG00000166670	11	102641234	102651359	3	1	17500	-0.41804	0.66204
ENSG00000196611	11	102660651	102668891	5	2	17500	-0.31281	0.62279
ENSG00000149968	11	102706532	102714534	4	2	17500	1.2971	0.09729
ENSG00000110347	11	102733467	102745764	3	2	17500	0.05858	0.47664
ENSG00000137745	11	102813724	102826463	8	2	17500	1.1879	0.11743
ENSG00000137692	11	102932805	102962944	8	2	17500	-0.76299	0.77727
ENSG00000187240	11	102980160	103350591	160	20	17500	-0.83442	0.79798
ENSG00000254565	11	103276941	103277969	1	1	17500	0.22754	0.41
ENSG00000253245	11	103278169	103279104	1	1	17500	0.17637	0.43
ENSG00000170962	11	103777914	104035107	142	29	17500	-1.764	0.96113
ENSG00000170967	11	103907308	103909922	3	1	17500	-0.64302	0.73989
ENSG00000196954	11	104813593	104840163	13	4	17500	1.5133	0.065108
ENSG00000137757	11	104864962	104893895	15	5	17500	0.085299	0.46601
ENSG00000137752	11	104896170	104972158	29	5	17500	0.14191	0.44357
ENSG00000204397	11	104912053	104972158	17	4	17500	-0.27766	0.60936
ENSG00000254750	11	104934072	104942268	3	1	17500	0.27222	0.39273
ENSG00000255221	11	104963196	104972158	2	1	17500	0.23655	0.4065
ENSG00000255430	11	104993388	104994066	1	1	17500	-0.17637	0.57
ENSG00000255501	11	105008448	105010453	1	1	17500	-0.20189	0.58
ENSG00000152578	11	105480721	105852819	123	16	17500	0.54794	0.29187
ENSG00000170903	11	105866350	105893130	11	3	17500	1.1034	0.13493
ENSG00000182359	11	105921825	105948492	9	3	17500	0.48435	0.31407
ENSG00000149313	11	105946228	105969437	5	1	17500	-0.90756	0.81794
ENSG00000152402	11	106544738	106889250	132	29	17500	-0.23696	0.59365
ENSG00000152404	11	107197071	107328572	45	7	17500	0.18878	0.42513
ENSG00000225215	11	107274130	107275315	1	1	17500	-0.43991	0.67
ENSG00000137760	11	107373452	107436472	30	6	17500	0.13865	0.44486
ENSG00000110675	11	107461817	107537505	20	5	17500	0.59932	0.27448
ENSG00000170290	11	107578104	107590419	10	3	17500	1.1803	0.11894
ENSG00000110660	11	107661717	107799019	50	9	17500	2.0221	0.021582
ENSG00000179331	11	107799229	107834208	15	4	17500	2.1267	0.016722
ENSG00000166266	11	107879459	107978503	23	5	17500	-0.58414	0.72044
ENSG00000075239	11	107992243	108018503	8	3	17500	0.31008	0.37825
ENSG00000149308	11	108027942	108093369	13	2	17500	-0.59802	0.72509
ENSG00000149311	11	108093211	108239829	32	2	17500	-1.0972	0.86372
ENSG00000166323	11	108179246	108338258	35	3	17500	-1.1053	0.86549
ENSG00000178202	11	108342832	108369159	5	1	17500	-0.25026	0.59881
ENSG00000110723	11	108376158	108464465	32	7	17500	-0.62061	0.73257
ENSG00000178105	11	108535752	108811657	71	8	17500	0.34001	0.36692
ENSG00000240698	11	108561016	108561683	1	1	17500	0.30548	0.38
ENSG00000185742	11	109292846	109299840	1	1	17500	-0.95417	0.83
ENSG00000254798	11	109777730	109778467	1	1	17500	2.1701	0.015
ENSG00000149289	11	109964087	110042566	42	6	17500	-0.97793	0.83595
ENSG00000137710	11	110045605	110167447	28	4	17500	-0.43466	0.6681
ENSG00000137714	11	110300607	110335605	14	3	17500	-0.3715	0.64487
ENSG00000137727	11	110447766	110583912	51	9	17500	-0.43667	0.66882
ENSG00000239354	11	110976271	110976619	1	1	17500	-0.10043	0.54
ENSG00000150750	11	111126707	111157126	12	3	17500	1.3605	0.086836
ENSG00000196167	11	111164114	111175770	9	2	17500	2.4965	0.0062709
ENSG00000214290	11	111169565	111179460	6	2	17500	2.3074	0.010518
ENSG00000110777	11	111222977	111326355	55	10	17500	0.30721	0.37934
ENSG00000137707	11	111338251	111383079	13	2	17500	-0.90646	0.81766
ENSG00000183644	11	111385510	111407756	6	3	17500	-1.2865	0.90086
ENSG00000204381	11	111411005	111432264	6	1	17500	0.22361	0.41153
ENSG00000170145	11	111473115	111601577	24	2	17500	0.25552	0.39916
ENSG00000137713	11	111597632	111637151	10	2	17500	0.17269	0.43145
ENSG00000086848	11	111652919	111742305	23	4	17500	-0.21059	0.5834
ENSG00000258529	11	111657010	111750149	26	4	17500	-0.17084	0.56783
ENSG00000254450	11	111687938	111699936	3	1	17500	-0.72592	0.76606
ENSG00000255561	11	111744780	111751967	3	2	17500	0.20574	0.4185
ENSG00000137720	11	111749659	111756699	2	1	17500	0.16368	0.43499
ENSG00000109846	11	111779289	111794446	5	2	17500	-0.40593	0.6576
ENSG00000170276	11	111782966	111789574	2	1	17500	-0.95897	0.83121
ENSG00000254445	11	111783460	111797595	2	1	17500	-0.30926	0.62144
ENSG00000149300	11	111788756	111797596	1	1	17500	-0.33185	0.63
ENSG00000150764	11	111797868	111893308	13	2	17500	-0.97591	0.83545
ENSG00000150768	11	111895538	111935114	8	1	17500	-1.0226	0.84675
ENSG00000150773	11	111934734	111944998	1	1	17500	-0.7063	0.76
ENSG00000150776	11	111944810	111955874	1	1	17500	-0.7063	0.76
ENSG00000204370	11	111957497	111990353	4	1	17500	-1.2333	0.89127
ENSG00000255292	11	111957627	112064528	35	7	17500	-0.45996	0.67723
ENSG00000150782	11	112013974	112034840	12	3	17500	-0.16899	0.5671
ENSG00000150783	11	112038095	112043282	3	2	17500	0.22655	0.41038
ENSG00000197580	11	112046190	112095422	19	6	17500	0.15088	0.44004
ENSG00000150787	11	112097088	112140678	16	2	17500	-0.027739	0.51106
ENSG00000188771	11	112118876	112131583	5	1	17500	0.541	0.29425
ENSG00000149294	11	112831997	113149158	156	23	17500	1.751	0.03997
ENSG00000227487	11	113140254	113144623	2	1	17500	1.0048	0.15751
ENSG00000149292	11	113185251	113254266	43	8	17500	-0.12201	0.54856
ENSG00000170209	11	113258513	113271140	11	3	17500	-0.13322	0.55299
ENSG00000149295	11	113280318	113346413	39	9	17500	0.69957	0.2421
ENSG00000166682	11	113558272	113577095	13	5	17500	2.4583	0.0069798
ENSG00000086827	11	113603909	113644533	14	5	17500	1.9489	0.025657
ENSG00000256167	11	113659953	113662088	2	1	17500	2.7792	0.0027247
ENSG00000048028	11	113668596	113746292	28	6	17500	2.0495	0.020208
ENSG00000149305	11	113775399	113817287	16	5	17500	1.9368	0.026387
ENSG00000166736	11	113845603	113861035	10	3	17500	1.194	0.11625
ENSG00000109906	11	113930315	114121398	133	34	17500	2.6808	0.0036719
ENSG00000166741	11	114128509	114184007	23	3	17500	-0.56474	0.71387
ENSG00000180425	11	114262165	114271139	5	1	17500	-0.53692	0.70434
ENSG00000076053	11	114270752	114284925	8	3	17500	0.87257	0.19145
ENSG00000076043	11	114310108	114321001	5	2	17500	0.13502	0.4463
ENSG00000095110	11	114392437	114430617	13	3	17500	1.3139	0.094447
ENSG00000137634	11	114441313	114466484	13	5	17500	2.029	0.021227
ENSG00000204361	11	114549108	114579362	19	6	17500	1.658	0.048662
ENSG00000182985	11	115039938	115375675	139	25	17500	0.3451	0.36501
ENSG00000246100	11	115624966	115631345	1	1	17500	1.4758	0.07
ENSG00000137656	11	116618886	116643704	16	5	17500	-1.3076	0.9045
ENSG00000109917	11	116648436	116658766	9	4	17500	-1.4522	0.92678
ENSG00000110243	11	116660083	116663136	2	1	17500	-0.48439	0.68595
ENSG00000235910	11	116706833	116726445	3	2	17500	0.030399	0.48787
ENSG00000160584	11	116714118	116969153	89	13	17500	-0.31153	0.6223
ENSG00000231865	11	116756762	116761437	3	1	17500	0.85306	0.19681
ENSG00000168092	11	117014983	117047610	13	3	17500	-1.0848	0.86099
ENSG00000149577	11	117049449	117068160	8	3	17500	-1.5853	0.94355
ENSG00000160613	11	117075053	117103241	10	3	17500	0.027581	0.489
ENSG00000167257	11	117103341	117157161	14	3	17500	0.78529	0.21614
ENSG00000186318	11	117156402	117186975	10	3	17500	-0.48448	0.68598
ENSG00000110274	11	117185273	117283984	44	8	17500	-0.67282	0.74947
ENSG00000177103	11	117298489	117688240	223	53	17500	0.17657	0.42992
ENSG00000137731	11	117671559	117699413	18	6	17500	-0.33917	0.63276
ENSG00000255245	11	117690878	117747382	37	12	17500	-0.86552	0.80662
ENSG00000137726	11	117707693	117748201	27	8	17500	-0.71392	0.76236
ENSG00000137747	11	117771358	117800174	13	5	17500	0.78402	0.21651
ENSG00000110324	11	117857063	117872196	6	3	17500	3.1238	0.00089261
ENSG00000255274	11	117886487	117957508	57	13	17500	0.45796	0.32349
ENSG00000137648	11	117947753	117992605	42	7	17500	1.1548	0.12409
ENSG00000177098	11	118004092	118023603	13	3	17500	2.6567	0.003945
ENSG00000149575	11	118032666	118047388	6	2	17500	0.049337	0.48033
ENSG00000160593	11	118064455	118095809	19	3	17500	2.6852	0.0036241
ENSG00000160588	11	118097409	118123065	14	3	17500	0.95129	0.17073
ENSG00000149573	11	118124118	118135251	3	1	17500	1.8712	0.030657
ENSG00000198851	11	118175260	118186890	5	1	17500	-0.22873	0.59046
ENSG00000167286	11	118209669	118213459	3	2	17500	0.98651	0.16194
ENSG00000160654	11	118215059	118225876	4	2	17500	0.76656	0.22167
ENSG00000110344	11	118230300	118269926	12	3	17500	0.31168	0.37764
ENSG00000167283	11	118271869	118302211	6	2	17500	-0.38308	0.64917
ENSG00000118058	11	118307205	118397539	17	2	17500	-1.0317	0.8489
ENSG00000149582	11	118401756	118417995	5	1	17500	0.20106	0.42033
ENSG00000118096	11	118415243	118443685	5	1	17500	0.15133	0.43986
ENSG00000095139	11	118443105	118473748	14	1	17500	0.19095	0.42428
ENSG00000019144	11	118477155	118528741	13	3	17500	1.3287	0.09198
ENSG00000118094	11	118528026	118550399	5	2	17500	2.4583	0.0069794
ENSG00000110367	11	118620034	118661858	8	3	17500	1.8123	0.034971
ENSG00000254621	11	118704555	118705265	1	1	17500	1.4187	0.078
ENSG00000160683	11	118754475	118768508	8	2	17500	1.7814	0.037426
ENSG00000186174	11	118764584	118796317	5	2	17500	1.8722	0.030588
ENSG00000110375	11	118795873	118829269	8	3	17500	0.042941	0.48287
ENSG00000176302	11	118842417	118852001	4	1	17500	-1.1818	0.88136
ENSG00000186166	11	118868852	118886501	2	1	17500	0.43916	0.33027
ENSG00000240970	11	118873722	118874156	1	1	17500	0.43991	0.33
ENSG00000118181	11	118886422	118889401	4	1	17500	0.34246	0.366
ENSG00000196655	11	118889142	118896164	6	2	17500	-0.46171	0.67785
ENSG00000137700	11	118894824	118901616	4	1	17500	-1.4655	0.92861
ENSG00000149428	11	118914900	118927913	5	2	17500	0.56935	0.28456
ENSG00000160695	11	118938403	118952688	7	1	17500	-1.0732	0.8584
ENSG00000256269	11	118955576	118964259	5	2	17500	-0.49952	0.69129
ENSG00000172269	11	118967213	118979041	5	2	17500	-0.27876	0.60979
ENSG00000172375	11	118972908	118989252	8	2	17500	-0.47254	0.68173
ENSG00000172273	11	118992297	119006752	6	1	17500	-0.19316	0.57658
ENSG00000172350	11	119019722	119033360	3	1	17500	1.1562	0.1238
ENSG00000160703	11	119037277	119054725	4	1	17500	-0.11561	0.54602
ENSG00000172367	11	119056166	119060932	1	1	17500	0.41246	0.34
ENSG00000110395	11	119076752	119178859	22	3	17500	1.5081	0.065769
ENSG00000076706	11	119179241	119192231	2	1	17500	-0.031327	0.5125
ENSG00000173456	11	119205237	119208023	1	1	17500	1.4538	0.073
ENSG00000259159	11	119209652	119217368	4	2	17500	-0.73272	0.76814
ENSG00000223953	11	119209652	119217383	4	2	17500	-0.73272	0.76814
ENSG00000235718	11	119209652	119217383	4	2	17500	-0.73272	0.76814
ENSG00000036672	11	119225925	119252436	8	2	17500	-0.68638	0.75376
ENSG00000245248	11	119252488	119397374	39	5	17500	-0.32665	0.62804
ENSG00000154096	11	119288090	119295695	8	2	17500	-0.92136	0.82157
ENSG00000255377	11	119315701	119316229	1	1	17500	0.12566	0.45
ENSG00000110400	11	119494120	119599794	29	6	17500	-0.6835	0.75286
ENSG00000137699	11	119981983	120056237	26	6	17500	-1.0382	0.8504
ENSG00000184232	11	120081475	120101041	9	3	17500	-0.77123	0.77972
ENSG00000137709	11	120107349	120190653	37	9	17500	0.84435	0.19924
ENSG00000181264	11	120195838	120204391	5	2	17500	1.7007	0.0445
ENSG00000196914	11	120207787	120360645	53	4	17500	1.6139	0.053271
ENSG00000149403	11	120382468	120859613	241	61	17500	-0.047186	0.51882
ENSG00000255006	11	120490643	120490976	1	1	17500	-1.5548	0.94
ENSG00000154114	11	120894781	120961484	18	3	17500	-0.77687	0.78138
ENSG00000109927	11	120971882	121062202	55	8	17500	-0.71855	0.76379
ENSG00000244400	11	121120979	121121687	2	1	17500	-2.0608	0.98034
ENSG00000109929	11	121163162	121179403	3	1	17500	0.59734	0.27514
ENSG00000232460	11	121232559	121233574	1	1	17500	-1.2816	0.9
ENSG00000137642	11	121322912	121504402	79	17	17500	0.56	0.28774
ENSG00000154127	11	122526383	122685181	94	27	17500	-0.37212	0.6451
ENSG00000109943	11	122709208	122743347	17	6	17500	-1.4749	0.92988
ENSG00000109944	11	122753391	122830506	34	8	17500	0.7665	0.22169
ENSG00000188909	11	122848278	122852428	3	1	17500	0.14742	0.4414
ENSG00000109971	11	122928197	122933938	5	2	17500	-1.0036	0.84222
ENSG00000207118	11	122929617	122929703	1	1	17500	-0.49585	0.69
ENSG00000166250	11	122943035	123065989	60	16	17500	-0.1779	0.5706
ENSG00000023171	11	123396344	123498482	63	15	17500	-1.1443	0.87375
ENSG00000254449	11	123468654	123470160	1	1	17500	-0.07527	0.53
ENSG00000166257	11	123499895	123525952	14	5	17500	-0.31055	0.62193
ENSG00000166261	11	123594885	123612383	14	2	17500	0.844	0.19934
ENSG00000221931	11	123624196	123625253	1	1	17500	1.175	0.12
ENSG00000196099	11	123676043	123677095	2	1	17500	1.3678	0.085682
ENSG00000254613	11	123711714	123712584	1	1	17500	-1.0364	0.85
ENSG00000254430	11	123732530	123733229	1	1	17500	0.80642	0.21
ENSG00000204300	11	123753633	123756349	4	2	17500	1.5392	0.061873
ENSG00000181518	11	123777109	123778183	7	2	17500	1.4688	0.07094
ENSG00000171014	11	123810250	123811344	1	1	17500	1.0364	0.15
ENSG00000181499	11	123813492	123814580	1	1	17500	0.33185	0.37
ENSG00000196248	11	123847368	123848488	2	1	17500	2.5766	0.0049895
ENSG00000198674	11	123864870	123865868	3	2	17500	0.096952	0.46138
ENSG00000213182	11	123925577	123926414	2	1	17500	0.41104	0.34052
ENSG00000186268	11	123964289	123965239	2	1	17500	-0.35414	0.63838
ENSG00000110002	11	123986069	124018428	15	4	17500	-0.96016	0.83151
ENSG00000196403	11	124029128	124030063	2	1	17500	1.4648	0.071485
ENSG00000197309	11	124055923	124056952	4	2	17500	0.40865	0.3414
ENSG00000255425	11	124085346	124086394	1	1	17500	1.7279	0.042
ENSG00000181214	11	124095437	124096365	1	1	17500	0.67449	0.25
ENSG00000197849	11	124120423	124135763	16	2	17500	2.6048	0.0045969
ENSG00000255298	11	124134723	124135763	3	1	17500	2.6307	0.0042608
ENSG00000255116	11	124143866	124144477	2	1	17500	2.0818	0.018679
ENSG00000196341	11	124179708	124180733	3	1	17500	1.2814	0.10004
ENSG00000197263	11	124189134	124190184	2	1	17500	1.1462	0.12586
ENSG00000254976	11	124194767	124195685	1	1	17500	1.7866	0.037
ENSG00000255225	11	124208679	124209558	2	1	17500	0.56769	0.28512
ENSG00000229254	11	124246773	124247697	3	1	17500	1.1796	0.11908
ENSG00000198657	11	124293807	124294789	2	1	17500	-0.93999	0.82639
ENSG00000255510	11	124330430	124331381	1	1	17500	-2.3263	0.99
ENSG00000254646	11	124386207	124387138	1	1	17500	-0.10043	0.54
ENSG00000196119	11	124439893	124441037	1	1	17500	0.41246	0.34
ENSG00000154144	11	124492732	124505287	7	3	17500	-0.88324	0.81145
ENSG00000110013	11	124503009	124565603	11	2	17500	-0.57507	0.71738
ENSG00000064199	11	124543694	124567414	4	2	17500	-0.4043	0.65701
ENSG00000154146	11	124609742	124617106	1	1	17500	-0.20189	0.58
ENSG00000019102	11	124617368	124622134	2	1	17500	0.62781	0.26506
ENSG00000149564	11	124622026	124632186	3	1	17500	1.6509	0.049376
ENSG00000120458	11	124636394	124670569	8	2	17500	1.3197	0.093473
ENSG00000154134	11	124735282	124751366	2	1	17500	0.32106	0.37408
ENSG00000154133	11	124753587	124768396	2	1	17500	-0.40061	0.65565
ENSG00000165478	11	124789089	124806308	9	3	17500	0.47301	0.3181
ENSG00000221932	11	124789146	124790573	1	1	17500	0.77219	0.22
ENSG00000149548	11	124824017	124911385	21	5	17500	-0.82172	0.79438
ENSG00000134955	11	124932963	124959131	18	4	17500	1.2995	0.096884
ENSG00000150433	11	124966398	124981659	11	4	17500	-0.37736	0.64705
ENSG00000187686	11	124983057	124996677	13	5	17500	-0.21944	0.58685
ENSG00000165495	11	125034583	125303285	128	29	17500	3.9174	4.4753e-05
ENSG00000149557	11	125315646	125366213	18	5	17500	-0.99263	0.83955
ENSG00000149547	11	125439112	125454575	6	2	17500	0.39933	0.34482
ENSG00000254671	11	125440180	125462473	7	3	17500	0.31503	0.37637
ENSG00000134910	11	125461607	125495110	21	4	17500	-1.0446	0.85189
ENSG00000149554	11	125495036	125546150	17	4	17500	-1.4658	0.92865
ENSG00000134940	11	125541417	125551018	3	1	17500	-1.9812	0.97622
ENSG00000171053	11	125616188	125619762	8	3	17500	-0.37576	0.64645
ENSG00000196844	11	125646008	125648714	7	2	17500	0.59306	0.27657
ENSG00000237353	11	125703211	125709964	2	1	17500	1.3026	0.096351
ENSG00000198331	11	125753509	125770543	12	3	17500	1.5211	0.064113
ENSG00000110060	11	125763381	125773116	5	2	17500	1.0424	0.14861
ENSG00000109832	11	125773271	125793158	11	3	17500	-0.67063	0.74877
ENSG00000064309	11	125825691	125933230	70	17	17500	-1.4071	0.9203
ENSG00000165526	11	126071993	126081587	10	3	17500	1.6307	0.05148
ENSG00000197798	11	126081309	126132881	15	5	17500	1.0886	0.13816
ENSG00000182934	11	126132814	126139039	8	3	17500	0.58704	0.27859
ENSG00000110074	11	126138950	126148026	4	1	17500	1.6486	0.049618
ENSG00000243607	11	126148152	126148472	2	1	17500	1.3805	0.083719
ENSG00000150455	11	126152960	126168740	12	5	17500	0.031971	0.48725
ENSG00000110063	11	126173647	126215644	25	6	17500	0.04713	0.4812
ENSG00000110080	11	126225535	126310239	28	7	17500	-0.7596	0.77625
ENSG00000149571	11	126293254	126873355	339	66	17500	0.014025	0.49441
ENSG00000257271	11	126413842	126480843	29	11	17500	-0.62714	0.73472
ENSG00000254960	11	126810642	126814986	3	2	17500	1.2255	0.1102
ENSG00000218109	11	126872805	126875953	3	2	17500	0.63566	0.2625
ENSG00000134954	11	128328656	128457453	71	18	17500	2.2766	0.011405
ENSG00000151702	11	128556430	128683162	74	18	17500	2.3674	0.0089576
ENSG00000254703	11	128561567	128565918	2	1	17500	-0.79833	0.78766
ENSG00000151704	11	128706210	128737268	19	4	17500	-0.98039	0.83655
ENSG00000120457	11	128761251	128790930	12	3	17500	0.10389	0.45863
ENSG00000174370	11	128769460	128775930	1	1	17500	-0.55338	0.71
ENSG00000120471	11	128804626	128813040	7	3	17500	-0.17238	0.56843
ENSG00000134909	11	128834955	129149219	87	11	17500	-0.39445	0.65338
ENSG00000255259	11	129165181	129166376	1	1	17500	0.8779	0.19
ENSG00000043039	11	129245835	129322171	52	16	17500	2.0897	0.018324
ENSG00000240121	11	129407764	129408009	1	1	17500	-0.12566	0.55
ENSG00000151715	11	129685714	129729898	11	4	17500	2.7958	0.0025887
ENSG00000170322	11	129733531	129765485	14	3	17500	3.0703	0.0010691
ENSG00000170325	11	129769601	129872730	35	9	17500	1.406	0.079867
ENSG00000084234	11	129939732	130014699	29	5	17500	-0.40592	0.6576
ENSG00000149418	11	130029457	130080271	19	6	17500	2.2764	0.01141
ENSG00000196323	11	130096572	130184581	16	2	17500	0.33792	0.36771
ENSG00000134917	11	130274820	130298888	10	4	17500	-0.0075109	0.503
ENSG00000166106	11	130318869	130346532	10	3	17500	0.8934	0.18582
ENSG00000175728	11	130542851	130587247	7	2	17500	-0.24808	0.59796
ENSG00000255352	11	130659126	130660920	3	2	17500	-0.18259	0.57244
ENSG00000120451	11	130745331	130786404	34	5	17500	-1.1877	0.88253
ENSG00000182667	11	131240373	132206716	567	103	17500	0.35917	0.35973
ENSG00000183715	11	132284871	133402414	606	135	17500	1.961	0.024938
ENSG00000255371	11	132729140	132729972	1	1	17500	-0.15097	0.56
ENSG00000254896	11	133229924	133235975	2	1	17500	0.95092	0.17082
ENSG00000166118	11	133710526	133715433	7	1	17500	1.1667	0.12167
ENSG00000080854	11	133778459	133826880	21	7	17500	0.96286	0.16781
ENSG00000166086	11	133938820	134021896	40	6	17500	0.80453	0.21054
ENSG00000151503	11	134020014	134095348	21	6	17500	0.68544	0.24653
ENSG00000151502	11	134094539	134117686	9	3	17500	0.9349	0.17492
ENSG00000151500	11	134118173	134123264	2	1	17500	1.6734	0.047122
ENSG00000151498	11	134123389	134135749	5	1	17500	1.1341	0.12837
ENSG00000166105	11	134144139	134189458	24	6	17500	0.48328	0.31445
ENSG00000149328	11	134201768	134248235	18	7	17500	0.83039	0.20316
ENSG00000109956	11	134248398	134281812	11	4	17500	0.36713	0.35676
ENSG00000110852	12	10005583	10022735	8	3	17500	-2.4287	0.99242
ENSG00000256797	12	10034088	10048432	8	3	17500	0.60765	0.27171
ENSG00000188393	12	10051272	10084980	12	5	17500	0.27646	0.3911
ENSG00000172322	12	10103915	10148293	30	5	17500	0.48694	0.31315
ENSG00000165682	12	10138241	10166023	29	6	17500	-0.012019	0.50479
ENSG00000256660	12	10163226	10171218	7	3	17500	1.2818	0.099948
ENSG00000197992	12	10183276	10218565	7	2	17500	0.56639	0.28556
ENSG00000150048	12	10222153	10264226	20	3	17500	2.4456	0.0072307
ENSG00000223042	12	10236785	10237089	1	1	17500	1.911	0.028
ENSG00000172243	12	10269376	10282857	10	2	17500	2.7023	0.003443
ENSG00000173391	12	10310902	10324737	12	3	17500	-0.52992	0.70192
ENSG00000165685	12	10323141	10344400	12	4	17500	-0.40457	0.6571
ENSG00000139112	12	10365057	10375727	5	2	17500	-0.38307	0.64917
ENSG00000134539	12	10378657	10469850	39	6	17500	-0.80858	0.79062
ENSG00000213809	12	10524952	10544473	10	2	17500	0.45188	0.32568
ENSG00000255819	12	10524952	10562745	22	4	17500	0.0025874	0.49897
ENSG00000183542	12	10559983	10562356	2	1	17500	-0.18503	0.5734
ENSG00000134545	12	10594863	10607284	6	2	17500	-1.1918	0.88334
ENSG00000256667	12	10741077	10752434	10	3	17500	0.89371	0.18574
ENSG00000111196	12	10758612	10766222	7	2	17500	0.78771	0.21543
ENSG00000060140	12	10771538	10826917	25	5	17500	-0.87951	0.81044
ENSG00000060138	12	10851683	10875911	6	2	17500	-1.1069	0.86583
ENSG00000121377	12	10954131	10955226	1	1	17500	-0.20189	0.58
ENSG00000121314	12	10958650	10959892	1	1	17500	0.41246	0.34
ENSG00000111215	12	10977559	11324212	86	9	17500	-1.3129	0.9054
ENSG00000231887	12	11033610	11036854	1	1	17500	-0.025069	0.51
ENSG00000212128	12	11060525	11062161	1	1	17500	-0.41246	0.66
ENSG00000134551	12	11081835	11084940	1	1	17500	-0.8779	0.81
ENSG00000212127	12	11090005	11324172	50	6	17500	-1.5542	0.93993
ENSG00000255837	12	11149094	11150474	4	1	17500	-1.0439	0.85174
ENSG00000212124	12	11174218	11175219	2	1	17500	-0.84695	0.80149
ENSG00000230657	12	11460017	11463369	1	1	17500	-1.2265	0.89
ENSG00000251655	12	11504757	11548500	1	1	17500	0.17637	0.43
